	lvl_1	lvl_2	lvl_3	lvl_4	lvl_5	lvl_6	lvl_7	lvl_8	lvl_9	lvl_10	lvl_11	lvl_12	lvl_13	lvl_14	lvl_15	lvl_16
0.09899	-175.6356492	-175.5764232	-175.5828587	-175.649572	-175.7413203	-175.8422087	-175.9470468	-176.0538883	-174.7793986	-174.8862397	-174.9910775	-175.0919656	-175.1837138	-175.2504269	-175.2568626	-175.1976366
0.09999	-175.6339864	-175.5757685	-175.5837828	-175.651336	-175.7433799	-175.8443867	-175.9492813	-176.0561535	-174.7771334	-174.8840053	-174.9888995	-175.0899061	-175.1819498	-175.2495028	-175.2575172	-175.1992994
0.10099	-175.6323359	-175.5751456	-175.5847341	-175.6531098	-175.7454432	-175.8465663	-175.9515165	-176.0584192	-174.7748677	-174.88177	-174.9867199	-175.0878428	-175.180176	-175.2485516	-175.2581402	-175.2009497
0.10199	-175.6306982	-175.5745545	-175.5857124	-175.6548932	-175.7475101	-175.8487475	-175.9537526	-176.0606854	-174.7726015	-174.8795339	-174.9845387	-175.0857759	-175.1783926	-175.2475733	-175.2587312	-175.2025876
0.10299	-175.6290733	-175.5739959	-175.586717	-175.6566859	-175.7495805	-175.8509303	-175.9559896	-176.0629521	-174.7703348	-174.8772969	-174.9823559	-175.0837055	-175.1765999	-175.2465687	-175.2592898	-175.2042124
0.10399	-175.6274619	-175.5734701	-175.5877475	-175.6584881	-175.7516544	-175.8531144	-175.9582274	-176.0652193	-174.7680678	-174.8750592	-174.9801718	-175.0816317	-175.1747977	-175.2455382	-175.2598156	-175.2058239
0.10499	-175.6258642	-175.5729774	-175.5888034	-175.6602992	-175.7537315	-175.8553004	-175.9604659	-176.0674868	-174.7658001	-174.8728206	-174.9779858	-175.0795545	-175.1729866	-175.2444823	-175.2603084	-175.2074217
0.10599	-175.6242801	-175.5725178	-175.5898845	-175.6621191	-175.755812	-175.8574879	-175.9627053	-176.0697548	-174.7635322	-174.8705813	-174.9757985	-175.077474	-175.1711667	-175.2434012	-175.2607679	-175.2090055
0.10699	-175.6227104	-175.5720921	-175.5909899	-175.6639476	-175.7578959	-175.8596768	-175.9649453	-176.0720234	-174.7612636	-174.8683411	-174.9736096	-175.0753901	-175.1693382	-175.2422958	-175.2611936	-175.2105752
0.10799	-175.6211554	-175.5717004	-175.5921194	-175.6657846	-175.7599829	-175.8618669	-175.9671862	-176.0742924	-174.7589946	-174.8661003	-174.9714192	-175.0733031	-175.1675013	-175.2411663	-175.2615853	-175.2121304
0.10899	-175.6196153	-175.5713427	-175.5932727	-175.6676297	-175.7620732	-175.8640588	-175.9694278	-176.0765617	-174.7567251	-174.8638586	-174.9692274	-175.0712128	-175.1656561	-175.240013	-175.261943	-175.2136707
0.10999	-175.6180902	-175.5710195	-175.5944489	-175.6694831	-175.7641665	-175.8662521	-175.9716704	-176.0788317	-174.7544553	-174.8616163	-174.9670343	-175.0691195	-175.1638028	-175.2388368	-175.2622663	-175.2151956
0.11099	-175.6165809	-175.570731	-175.5956478	-175.6713441	-175.7662626	-175.8684467	-175.9739135	-176.0811019	-174.7521851	-174.859373	-174.9648396	-175.0670234	-175.1619416	-175.2376379	-175.2625547	-175.2167049
0.11199	-175.6150874	-175.5704774	-175.5968691	-175.6732131	-175.768362	-175.8706426	-175.9761574	-176.0833726	-174.7499144	-174.8571292	-174.9626436	-175.064924	-175.1600727	-175.2364166	-175.2628082	-175.2181982
0.11299	-175.6136103	-175.5702588	-175.5981121	-175.6750895	-175.7704643	-175.87284	-175.9784021	-176.0856439	-174.7476432	-174.8548846	-174.9604463	-175.0628217	-175.1581962	-175.2351736	-175.2630268	-175.2196753
0.11399	-175.61215	-175.5700754	-175.5993764	-175.6769733	-175.7725694	-175.8750388	-175.9806474	-176.0879154	-174.7453716	-174.8526393	-174.9582475	-175.0607166	-175.1563125	-175.2339093	-175.2632104	-175.2211359
0.11499	-175.6107067	-175.5699271	-175.6006615	-175.6788644	-175.7746772	-175.8772388	-175.9828935	-176.0901874	-174.7430995	-174.8503931	-174.9560475	-175.0586088	-175.1544216	-175.2326242	-175.2633586	-175.2225792
0.11599	-175.6092808	-175.5698143	-175.6019672	-175.6807625	-175.7767881	-175.8794401	-175.9851404	-176.0924598	-174.7408271	-174.8481464	-174.9538462	-175.0564981	-175.1525233	-175.2313185	-175.2634714	-175.224005
0.11699	-175.6078726	-175.569737	-175.6032929	-175.6826674	-175.7789015	-175.8816426	-175.9873877	-176.0947328	-174.7385544	-174.8458989	-174.9516437	-175.0543845	-175.1506183	-175.2299928	-175.2635487	-175.2254129
0.11799	-175.6064829	-175.5696954	-175.6046384	-175.6845793	-175.7810175	-175.8838465	-175.9896358	-176.097006	-174.7362812	-174.8436509	-174.9494398	-175.0522684	-175.1487066	-175.2286475	-175.2635903	-175.2268027
0.11899	-175.6051117	-175.5696893	-175.6060029	-175.6864978	-175.7831364	-175.8860517	-175.9918846	-176.0992797	-174.7340074	-174.8414019	-174.9472346	-175.0501497	-175.146788	-175.2272828	-175.2635964	-175.228174
0.11999	-175.6037597	-175.5697187	-175.607386	-175.6884228	-175.7852579	-175.8882582	-175.9941343	-176.1015536	-174.7317334	-174.8391525	-174.9450283	-175.0480284	-175.1448631	-175.2258996	-175.263567	-175.2295262
0.12099	-175.602427	-175.5697836	-175.6087877	-175.690354	-175.7873816	-175.8904656	-175.9963842	-176.1038282	-174.7294589	-174.8369023	-174.9428207	-175.0459043	-175.142932	-175.224498	-175.2635021	-175.2308588
0.12199	-175.6011141	-175.569884	-175.6102074	-175.6922915	-175.7895079	-175.8926744	-175.9986351	-176.1061029	-174.7271842	-174.8346516	-174.9406118	-175.0437779	-175.1409945	-175.2230783	-175.2634017	-175.2321715
0.12299	-175.5998217	-175.57002	-175.6116447	-175.694235	-175.7916369	-175.8948844	-176.0008866	-176.1083783	-174.7249088	-174.8324002	-174.9384018	-175.0416491	-175.1390508	-175.2216412	-175.2632657	-175.233464
0.12399	-175.59855	-175.5701912	-175.613099	-175.6961846	-175.7937683	-175.8970957	-176.0031388	-176.1106538	-174.7226333	-174.830148	-174.9361909	-175.039518	-175.1371013	-175.2201867	-175.2630945	-175.2347357
0.12499	-175.5972995	-175.5703977	-175.6145703	-175.6981401	-175.7959019	-175.8993078	-176.0053915	-176.1129298	-174.7203573	-174.8278952	-174.9339785	-175.0373843	-175.1351458	-175.2187155	-175.262888	-175.2359862
0.12599	-175.5960706	-175.5706392	-175.6160579	-175.7001012	-175.798038	-175.9015212	-176.0076448	-176.1152061	-174.718081	-174.8256419	-174.9317652	-175.0352481	-175.1331847	-175.2172277	-175.2626465	-175.2372151
0.12699	-175.5948638	-175.5709156	-175.6175617	-175.7020678	-175.8001762	-175.9037358	-176.0098986	-176.117483	-174.7158041	-174.8233881	-174.9295507	-175.0331098	-175.1312181	-175.215724	-175.2623701	-175.238422
0.12799	-175.5936795	-175.5712267	-175.6190812	-175.70404	-175.8023168	-175.9059514	-176.0121533	-176.1197602	-174.7135271	-174.8211334	-174.9273349	-175.0309693	-175.1292459	-175.2142044	-175.262059	-175.2396062
0.12899	-175.5925181	-175.5715725	-175.6206161	-175.7060176	-175.8044594	-175.9081682	-176.0144086	-176.1220376	-174.7112497	-174.8188781	-174.9251182	-175.0288267	-175.1272683	-175.2126696	-175.2617132	-175.2407676
0.12999	-175.5913803	-175.5719524	-175.622166	-175.7080005	-175.8066044	-175.910386	-176.0166644	-176.1243154	-174.7089718	-174.8166225	-174.9229005	-175.0266817	-175.1252854	-175.2111199	-175.2613333	-175.2419054
0.13099	-175.5902662	-175.5723664	-175.6237306	-175.7099884	-175.8087517	-175.9126048	-176.0189207	-176.1265937	-174.7066934	-174.8143662	-174.9206817	-175.0245344	-175.1232975	-175.2095553	-175.2609193	-175.2430195
0.13199	-175.5891767	-175.5728143	-175.6253095	-175.7119814	-175.8109009	-175.9148247	-176.0211775	-176.1288723	-174.7044149	-174.8121091	-174.9184616	-175.0223852	-175.1213045	-175.2079763	-175.2604714	-175.2441091
0.13299	-175.588112	-175.5732955	-175.6269025	-175.7139793	-175.8130521	-175.9170457	-176.0234351	-176.1311511	-174.7021361	-174.8098516	-174.9162407	-175.020234	-175.1193066	-175.2063832	-175.2599902	-175.2451739
0.13399	-175.5870724	-175.5738099	-175.6285093	-175.7159822	-175.8152056	-175.9192676	-176.0256932	-176.1334305	-174.6998567	-174.8075935	-174.9140188	-175.0180807	-175.1173037	-175.2047765	-175.2594758	-175.2462132
0.13499	-175.5860586	-175.5743572	-175.6301293	-175.7179899	-175.8173609	-175.9214906	-176.0279519	-176.13571	-174.6975772	-174.8053348	-174.911796	-175.0159252	-175.115296	-175.2031565	-175.2589287	-175.247227
0.13599	-175.5850712	-175.574937	-175.6317624	-175.7200022	-175.8195182	-175.9237145	-176.0302111	-176.1379901	-174.6952973	-174.8030757	-174.9095719	-175.0137678	-175.1132837	-175.2015234	-175.2583489	-175.2482145
0.13699	-175.5841104	-175.5755488	-175.6334084	-175.7220188	-175.8216776	-175.9259395	-176.0324709	-176.1402703	-174.6930169	-174.800816	-174.907347	-175.0116086	-175.1112671	-175.1998774	-175.2577368	-175.2491753
0.13799	-175.5831768	-175.5761924	-175.6350669	-175.7240402	-175.8238389	-175.9281653	-176.0347312	-176.1425509	-174.6907362	-174.7985556	-174.905121	-175.0094475	-175.1092458	-175.1982187	-175.2570932	-175.2501091
0.13899	-175.5822706	-175.5768674	-175.6367378	-175.726066	-175.8260019	-175.9303922	-176.0369921	-176.144832	-174.6884553	-174.7962947	-174.9028944	-175.0072842	-175.1072201	-175.196548	-175.2564183	-175.2510151
0.13999	-175.5813926	-175.5775736	-175.6384206	-175.728096	-175.8281668	-175.9326199	-176.0392535	-176.1471134	-174.686174	-174.7940333	-174.9006665	-175.0051192	-175.10519	-175.1948653	-175.2557121	-175.2518931
0.14099	-175.5805431	-175.5783103	-175.6401149	-175.7301301	-175.8303337	-175.9348486	-176.0415155	-176.149395	-174.6838923	-174.7917713	-174.8984377	-175.0029526	-175.1031558	-175.1931708	-175.2549754	-175.2527425
0.14199	-175.5797228	-175.579077	-175.6418208	-175.7321685	-175.8325023	-175.9370783	-176.0437779	-176.1516768	-174.6816104	-174.7895089	-174.8962081	-175.000784	-175.1011175	-175.1914649	-175.2542087	-175.253563
0.14299	-175.5789316	-175.5798736	-175.6435379	-175.7342108	-175.8346727	-175.9393089	-176.0460409	-176.153959	-174.6793283	-174.7872461	-174.8939777	-174.9986135	-175.099075	-175.1897479	-175.2534121	-175.2543541
0.14399	-175.5781702	-175.5806996	-175.6452658	-175.7362572	-175.8368448	-175.9415403	-176.0483043	-176.1562417	-174.6770456	-174.7849825	-174.8917463	-174.9964413	-175.0970287	-175.1880201	-175.2525861	-175.2551155
0.14499	-175.5774392	-175.5815544	-175.6470042	-175.7383075	-175.8390186	-175.9437725	-176.0505683	-176.1585247	-174.6747626	-174.7827184	-174.889514	-174.9942676	-175.0949784	-175.1862813	-175.2517314	-175.2558465
0.14599	-175.576739	-175.5824375	-175.6487534	-175.7403619	-175.8411942	-175.9460056	-176.0528328	-176.1608079	-174.6724794	-174.7804541	-174.8872808	-174.992092	-175.0929243	-175.1845324	-175.2508482	-175.2565467
0.14699	-175.5760696	-175.5833487	-175.6505127	-175.7424197	-175.8433714	-175.9482398	-176.0550979	-176.1630915	-174.670196	-174.7781892	-174.8850467	-174.9899148	-175.0908664	-175.1827732	-175.249937	-175.2572161
0.14799	-175.5754318	-175.5842875	-175.6522819	-175.7444812	-175.8455502	-175.9504748	-176.0573633	-176.1653753	-174.6679122	-174.7759236	-174.8828117	-174.987736	-175.0888048	-175.181004	-175.2489983	-175.2578539
0.14899	-175.5748259	-175.5852531	-175.6540608	-175.7465464	-175.8477307	-175.9527105	-176.0596291	-176.1676593	-174.6656279	-174.7736577	-174.8805762	-174.9855556	-175.0867396	-175.179225	-175.2480326	-175.2584598
0.14999	-175.5742522	-175.5862455	-175.6558494	-175.7486152	-175.8499127	-175.954947	-176.0618956	-176.1699438	-174.6633435	-174.7713913	-174.8783395	-174.9833735	-175.0846708	-175.1774364	-175.2470401	-175.2590335
0.15099	-175.5737111	-175.5872641	-175.6576471	-175.7506873	-175.8520964	-175.9571842	-176.0641625	-176.1722286	-174.6610589	-174.7691244	-174.8761022	-174.9811897	-175.0825987	-175.1756387	-175.2460217	-175.2595746
0.15199	-175.5732029	-175.5883082	-175.659454	-175.752763	-175.8542815	-175.9594225	-176.0664299	-176.1745137	-174.6587738	-174.766857	-174.873864	-174.9790046	-175.080523	-175.1738318	-175.2449776	-175.2600828
0.15299	-175.5727278	-175.5893775	-175.6612698	-175.754842	-175.8564683	-175.9616616	-176.0686977	-176.1767989	-174.6564884	-174.7645892	-174.8716252	-174.9768181	-175.078444	-175.172016	-175.2439081	-175.2605579
0.15399	-175.5722862	-175.5904717	-175.6630944	-175.7569243	-175.8586563	-175.9639014	-176.0709662	-176.1790845	-174.6542029	-174.7623209	-174.8693853	-174.9746299	-175.0763616	-175.1701915	-175.2428139	-175.2609995
0.15499	-175.5718786	-175.5915902	-175.6649274	-175.7590099	-175.860846	-175.9661417	-176.0732349	-176.1813703	-174.6519171	-174.7600522	-174.8671447	-174.9724401	-175.0742761	-175.1683584	-175.2416956	-175.2614071
0.15599	-175.5715051	-175.5927323	-175.6667688	-175.7610987	-175.8630372	-175.9683831	-176.075504	-176.1836568	-174.6496308	-174.7577829	-174.8649034	-174.9702491	-175.0721874	-175.1665169	-175.2405534	-175.2617806
0.15699	-175.5711659	-175.5938978	-175.6686184	-175.7631904	-175.8652298	-175.9706252	-176.0777736	-176.1859431	-174.6473443	-174.7555132	-174.8626615	-174.9680565	-175.0700957	-175.1646676	-175.2393879	-175.2621198
0.15799	-175.5708612	-175.5950864	-175.6704758	-175.7652853	-175.8674237	-175.9728681	-176.0800438	-176.1882298	-174.6450575	-174.7532432	-174.8604186	-174.9658626	-175.0680006	-175.16281	-175.2381995	-175.2624245
0.15899	-175.5705911	-175.5962972	-175.672341	-175.7673833	-175.869619	-175.9751116	-176.0823144	-176.1905169	-174.6427706	-174.7509727	-174.858175	-174.9636672	-175.0659027	-175.1609447	-175.2369885	-175.2626946
0.15999	-175.5703563	-175.59753	-175.6742142	-175.7694841	-175.8718158	-175.9773558	-176.0845853	-176.1928043	-174.6404834	-174.7487017	-174.8559307	-174.9614706	-175.0638019	-175.1590717	-175.2357556	-175.2629296
0.16099	-175.5701564	-175.5987845	-175.6760945	-175.7715879	-175.8740138	-175.9796008	-176.0868567	-176.1950917	-174.6381958	-174.7464303	-174.8536858	-174.9592725	-175.0616981	-175.1571913	-175.2345012	-175.2631293
0.16199	-175.5699918	-175.60006	-175.6779821	-175.7736946	-175.8762133	-175.9818467	-176.0891286	-176.1973796	-174.6359078	-174.7441584	-174.8514401	-174.9570731	-175.0595914	-175.1553036	-175.2332258	-175.2632938
0.16299	-175.5698625	-175.6013563	-175.6798769	-175.775804	-175.878414	-175.9840931	-176.0914008	-176.1996679	-174.6336198	-174.7418862	-174.8491935	-174.9548723	-175.057482	-175.1534088	-175.2319294	-175.2634232
0.16399	-175.5697688	-175.6026727	-175.6817789	-175.7779161	-175.880616	-175.9863401	-176.0936733	-176.2019562	-174.6313313	-174.7396137	-174.8469464	-174.9526703	-175.0553699	-175.1515071	-175.230613	-175.263517
0.16499	-175.5697104	-175.6040088	-175.6836875	-175.780031	-175.8828192	-175.988588	-176.0959465	-176.2042448	-174.6290428	-174.7373407	-174.8446987	-174.9504671	-175.053255	-175.1495985	-175.2292769	-175.2635753
0.16599	-175.5696878	-175.6053645	-175.6856029	-175.7821486	-175.8850238	-175.9908366	-176.0982201	-176.2065337	-174.6267538	-174.7350671	-174.8424501	-174.9482625	-175.0511374	-175.147683	-175.2279214	-175.2635979
0.16699	-175.5697006	-175.6067391	-175.6875248	-175.7842689	-175.8872297	-175.9930857	-176.1004938	-176.2088228	-174.6244646	-174.7327931	-174.8402008	-174.9460566	-175.0490173	-175.145761	-175.2265466	-175.2635851
0.16799	-175.5697489	-175.6081322	-175.6894532	-175.7863914	-175.8894367	-175.9953355	-176.102768	-176.2111123	-174.6221753	-174.730519	-174.8379512	-174.9438496	-175.0468946	-175.1438327	-175.2251534	-175.2635368
0.16899	-175.5698329	-175.6095436	-175.6913876	-175.7885168	-175.8916449	-175.997586	-176.1050428	-176.213402	-174.6198857	-174.7282444	-174.8357006	-174.9416414	-175.0447693	-175.1418981	-175.2237421	-175.263453
0.16999	-175.5699522	-175.6109726	-175.6933286	-175.7906444	-175.8938542	-175.9998371	-176.1073178	-176.2156919	-174.6175957	-174.7259694	-174.8334494	-174.9394321	-175.0426417	-175.1399573	-175.2223131	-175.2633335
0.17099	-175.570107	-175.6124191	-175.6952753	-175.7927746	-175.896065	-176.002089	-176.1095932	-176.2179821	-174.6153055	-174.7236938	-174.8311977	-174.9372215	-175.0405114	-175.1380105	-175.2208666	-175.2631787
0.17199	-175.570297	-175.6138826	-175.6972279	-175.7949071	-175.8982768	-176.0043415	-176.111869	-176.2202725	-174.6130151	-174.7214181	-174.8289453	-174.9350097	-175.0383789	-175.1360579	-175.2194031	-175.2629887
0.17299	-175.5705223	-175.6153627	-175.6991864	-175.7970422	-175.9004895	-176.0065945	-176.1141454	-176.2225632	-174.6107244	-174.7191419	-174.8266922	-174.9327967	-175.036244	-175.1340994	-175.2179232	-175.2627635
0.17399	-175.5707824	-175.616859	-175.7011506	-175.7991794	-175.9027035	-176.0088482	-176.1164219	-176.2248541	-174.6084335	-174.7168654	-174.8244385	-174.9305829	-175.0341068	-175.1321354	-175.2164269	-175.2625033
0.17499	-175.5710775	-175.6183711	-175.7031202	-175.8013188	-175.9049187	-176.0111026	-176.1186989	-176.2271453	-174.6061423	-174.7145883	-174.8221841	-174.9283678	-175.0319673	-175.1301658	-175.2149147	-175.2622082
0.17599	-175.5714071	-175.6198988	-175.7050953	-175.8034605	-175.9071349	-176.0133575	-176.1209761	-176.2294367	-174.603851	-174.7123111	-174.8199294	-174.9261514	-175.0298256	-175.1281906	-175.2133868	-175.2618786
0.17699	-175.5717711	-175.6214418	-175.7070757	-175.8056046	-175.9093523	-176.0156129	-176.1232537	-176.2317284	-174.6015594	-174.7100333	-174.817674	-174.9239341	-175.0276815	-175.1262101	-175.211844	-175.2615146
0.17799	-175.5721692	-175.6229996	-175.7090613	-175.8077506	-175.9115707	-176.017869	-176.1255318	-176.2340202	-174.5992674	-174.7077554	-174.8154178	-174.9217158	-175.0255355	-175.1242246	-175.2102861	-175.2611165
0.17899	-175.5726014	-175.6245718	-175.711052	-175.809899	-175.9137899	-176.0201257	-176.1278104	-176.2363123	-174.5969754	-174.7054769	-174.813161	-174.9194965	-175.0233871	-175.1222339	-175.2087138	-175.2606844
0.17999	-175.5730671	-175.6261583	-175.7130477	-175.8120492	-175.9160105	-176.022383	-176.1300891	-176.2386047	-174.5946831	-174.7031981	-174.8109038	-174.9172759	-175.0212369	-175.1202382	-175.2071273	-175.2602186
0.18099	-175.573566	-175.6277587	-175.7150483	-175.8142017	-175.9182319	-176.0246407	-176.1323681	-176.2408973	-174.5923906	-174.7009191	-174.8086459	-174.9150545	-175.0190844	-175.1182376	-175.2055272	-175.2597196
0.18199	-175.5740979	-175.6293726	-175.7170537	-175.8163561	-175.9204544	-176.0268992	-176.1346475	-176.24319	-174.5900977	-174.6986397	-174.8063876	-174.912832	-175.01693	-175.1162324	-175.2039132	-175.2591878
0.18299	-175.5746627	-175.6309998	-175.7190638	-175.8185125	-175.9226779	-176.0291582	-176.1369274	-176.245483	-174.5878046	-174.6963598	-174.8041287	-174.9106085	-175.0147736	-175.1142223	-175.202286	-175.258623
0.18399	-175.5752597	-175.6326397	-175.7210783	-175.820671	-175.9249025	-176.0314176	-176.1392076	-176.2477762	-174.5855114	-174.6940796	-174.8018691	-174.9083841	-175.0126153	-175.1122075	-175.2006459	-175.258026
0.18499	-175.5758886	-175.6342924	-175.7230977	-175.8228314	-175.9271277	-176.0336778	-176.1414881	-176.2500698	-174.5832181	-174.6917992	-174.799609	-174.9061587	-175.0104549	-175.1101883	-175.1989932	-175.2573971
0.18599	-175.576549	-175.6359577	-175.7251214	-175.8249935	-175.9293542	-176.0359383	-176.1437688	-176.2523636	-174.5809243	-174.6895184	-174.7973485	-174.9039321	-175.0082925	-175.1081645	-175.1973282	-175.2567368
0.18699	-175.5772407	-175.6376349	-175.7271492	-175.8271577	-175.9315816	-176.0381996	-176.1460501	-176.2546573	-174.5786303	-174.6872372	-174.7950874	-174.9017049	-175.0061285	-175.1061366	-175.1956511	-175.256045
0.18799	-175.5779631	-175.6393238	-175.7291814	-175.8293237	-175.9338098	-176.0404612	-176.1483315	-176.2569515	-174.5763364	-174.6849558	-174.7928256	-174.8994766	-175.0039626	-175.1041044	-175.193962	-175.2553226
0.18899	-175.5787159	-175.6410245	-175.731218	-175.8314913	-175.936039	-176.0427234	-176.1506133	-176.2592459	-174.574042	-174.682674	-174.7905633	-174.8972473	-175.0017948	-175.1020679	-175.1922613	-175.2545698
0.18999	-175.5794987	-175.6427362	-175.7332585	-175.8336609	-175.9382692	-176.0449861	-176.1528954	-176.2615404	-174.5717474	-174.6803918	-174.7883006	-174.8950172	-174.9996253	-175.1000274	-175.1905496	-175.253787
0.19099	-175.5803111	-175.6444591	-175.7353031	-175.8358324	-175.9405002	-176.0472494	-176.1551779	-176.2638351	-174.5694527	-174.6781094	-174.7860375	-174.8927863	-174.9974539	-175.097983	-175.1888267	-175.2529746
0.19199	-175.5811524	-175.6461928	-175.7373515	-175.8380054	-175.9427322	-176.0495132	-176.1574607	-176.2661301	-174.5671578	-174.6758266	-174.7837738	-174.8905544	-174.9952809	-175.0959344	-175.187093	-175.2521333
0.19299	-175.5820224	-175.6479371	-175.7394039	-175.84018	-175.944965	-176.0517774	-176.1597437	-176.2684253	-174.5648626	-174.6735436	-174.7815096	-174.8883216	-174.9931062	-175.093882	-175.1853487	-175.2512633
0.19399	-175.5829206	-175.6496915	-175.7414601	-175.8423565	-175.9471984	-176.0540422	-176.1620271	-176.2707207	-174.5625672	-174.6712602	-174.7792447	-174.8860881	-174.9909297	-175.091826	-175.1835943	-175.2503651
0.19499	-175.5838466	-175.651456	-175.7435199	-175.8445346	-175.949433	-176.0563073	-176.1643108	-176.2730164	-174.5602716	-174.6689765	-174.7769795	-174.8838535	-174.9887516	-175.0897661	-175.1818298	-175.2494392
0.19599	-175.5847997	-175.6532305	-175.7455834	-175.8467143	-175.9516684	-176.0585732	-176.1665949	-176.2753121	-174.5579757	-174.6666926	-174.7747137	-174.8816181	-174.9865719	-175.0877026	-175.1800553	-175.248486
0.19699	-175.5857798	-175.6550147	-175.7476505	-175.8488956	-175.9539045	-176.0608393	-176.1688791	-176.2776081	-174.55568	-174.6644084	-174.7724476	-174.879382	-174.9843906	-175.0856354	-175.1782711	-175.2475058
0.19799	-175.5867861	-175.6568082	-175.7497211	-175.8510785	-175.9561415	-176.063106	-176.1711637	-176.2799041	-174.5533838	-174.6621237	-174.7701809	-174.877145	-174.9822077	-175.0835648	-175.1764776	-175.2464995
0.19899	-175.5878185	-175.6586108	-175.7517953	-175.8532629	-175.9583794	-176.0653731	-176.1734486	-176.2822005	-174.5510873	-174.6598387	-174.7679138	-174.8749073	-174.9800233	-175.0814907	-175.174675	-175.2454675
0.19999	-175.5888761	-175.6604225	-175.7538727	-175.855449	-175.960618	-176.0676409	-176.1757338	-176.2844972	-174.5487906	-174.6575536	-174.7656462	-174.8726687	-174.9778374	-175.0794133	-175.1728633	-175.2444096
0.20099	-175.5899587	-175.662243	-175.7559534	-175.8576363	-175.9628573	-176.0699089	-176.1780193	-176.2867941	-174.5464939	-174.6552681	-174.7633782	-174.8704293	-174.9756499	-175.0773326	-175.1710428	-175.2433269
0.20199	-175.5910658	-175.6640721	-175.7580375	-175.8598253	-175.9650975	-176.0721774	-176.1803051	-176.289091	-174.5441971	-174.6529823	-174.7611096	-174.868189	-174.9734608	-175.0752485	-175.1692137	-175.2422198
0.20299	-175.5921971	-175.6659096	-175.7601247	-175.8620158	-175.9673385	-176.0744464	-176.1825912	-176.2913882	-174.5418999	-174.6506964	-174.7588404	-174.8659481	-174.9712703	-175.0731613	-175.1673762	-175.2410888
0.20399	-175.5933517	-175.6677554	-175.7622151	-175.8642079	-175.9695801	-176.0767158	-176.1848774	-176.2936856	-174.5396024	-174.64841	-174.7565712	-174.8637063	-174.9690786	-175.0710708	-175.1655305	-175.239934
0.20499	-175.5945297	-175.6696091	-175.7643087	-175.8664009	-175.9718227	-176.0789858	-176.1871641	-176.295983	-174.5373049	-174.6461234	-174.7543012	-174.8614639	-174.9668853	-175.0689773	-175.1636767	-175.2387561
0.20599	-175.5957301	-175.6714709	-175.7664052	-175.8685958	-175.9740658	-176.0812562	-176.189451	-176.2982808	-174.5350072	-174.6438365	-174.7520308	-174.8592208	-174.9646905	-175.0668808	-175.161815	-175.2375556
0.20699	-175.5969528	-175.6733403	-175.7685046	-175.8707919	-175.9763097	-176.0835269	-176.1917382	-176.3005787	-174.5327093	-174.6415494	-174.7497601	-174.8569767	-174.9624944	-175.0647814	-175.1599456	-175.2363329
0.20799	-175.5981972	-175.6752173	-175.7706071	-175.8729894	-175.9785545	-176.0857981	-176.1940256	-176.3028768	-174.5304112	-174.6392618	-174.7474891	-174.8547321	-174.960297	-175.0626789	-175.1580687	-175.2350885
0.20899	-175.5994631	-175.6771014	-175.7727125	-175.875188	-175.9808	-176.0880696	-176.1963133	-176.3051752	-174.528113	-174.6369742	-174.7452174	-174.8524867	-174.9580983	-175.0605737	-175.1561843	-175.2338229
0.20999	-175.6007496	-175.6789929	-175.7748206	-175.8773881	-175.9830461	-176.0903418	-176.1986014	-176.3074736	-174.5258144	-174.6346861	-174.7429453	-174.8502406	-174.9558982	-175.0584655	-175.1542928	-175.2325361
0.21099	-175.6020567	-175.6808917	-175.7769314	-175.8795896	-175.9852928	-176.0926142	-176.2008897	-176.3097722	-174.5235159	-174.632398	-174.7406728	-174.8479937	-174.9536967	-175.0563545	-175.1523943	-175.2312291
0.21199	-175.6033837	-175.6827972	-175.779045	-175.8817923	-175.9875403	-176.0948871	-176.2031781	-176.3120711	-174.521217	-174.6301094	-174.7384	-174.8457463	-174.951494	-175.0542409	-175.1504888	-175.229902
0.21299	-175.6047304	-175.6847094	-175.7811613	-175.8839962	-175.9897885	-176.0971602	-176.205467	-176.3143702	-174.518918	-174.6278206	-174.7361267	-174.8434981	-174.9492901	-175.0521247	-175.1485765	-175.2285555
0.21399	-175.606096	-175.6866283	-175.7832804	-175.8862015	-175.9920374	-176.099434	-176.2077559	-176.3166692	-174.5166188	-174.6255315	-174.733853	-174.8412492	-174.9470848	-175.0500058	-175.1466576	-175.2271896
0.21499	-175.6074808	-175.6885537	-175.7854019	-175.8884079	-175.994287	-176.1017081	-176.2100453	-176.3189686	-174.5143195	-174.6232423	-174.731579	-174.8389998	-174.9448784	-175.0478841	-175.1447322	-175.2258051
0.21599	-175.6088836	-175.6904853	-175.7875259	-175.8906156	-175.9965371	-176.1039827	-176.2123349	-176.3212683	-174.51202	-174.6209528	-174.7293046	-174.8367497	-174.9426707	-175.0457601	-175.1428005	-175.2244021
0.21699	-175.6103044	-175.6924233	-175.7896524	-175.8928246	-175.9987879	-176.1062575	-176.2146248	-176.3235679	-174.5097204	-174.6186629	-174.7270296	-174.8344988	-174.9404619	-175.0436335	-175.1408626	-175.2229813
0.21799	-175.6117428	-175.6943673	-175.7917816	-175.8950345	-176.0010395	-176.1085328	-176.2169148	-176.3258677	-174.5074205	-174.6163728	-174.7247544	-174.8322471	-174.9382518	-175.0415046	-175.1389187	-175.2215428
