lvl_1  k2 k1 k0
H: 0.09999 -5.9357143 2.8441313 -175.8590265
H: 0.10099 -6.0785714 2.8722656 -175.8604115
H: 0.10199 -6.2071429 2.8978544 -175.8616846
H: 0.10299 -6.3571428 2.9279957 -175.8631986
H: 0.10399 -6.5071429 2.9584370 -175.8647429
H: 0.10499 -6.6500000 2.9877370 -175.8662451
H: 0.10599 -6.7928572 3.0172884 -175.8677732
H: 0.10699 -6.9714286 3.0546006 -175.8697221
H: 0.10799 -7.1357143 3.0892787 -175.8715519
H: 0.10899 -7.2785714 3.1196987 -175.8731712
H: 0.10999 -7.4500000 3.1565410 -175.8751505
H: 0.11099 -7.6214286 3.1937490 -175.8771692
H: 0.11199 -7.7928571 3.2312827 -175.8792235
H: 0.11299 -7.9857143 3.2738889 -175.8815765
H: 0.11399 -8.1714286 3.3153166 -175.8838866
H: 0.11499 -8.3428571 3.3538789 -175.8860551
H: 0.11599 -8.5214286 3.3944053 -175.8883542
H: 0.11699 -8.7285714 3.4418369 -175.8910692
H: 0.11799 -8.9214286 3.4863830 -175.8936413
H: 0.11899 -9.1285714 3.5346431 -175.8964520
H: 0.11999 -9.3214286 3.5799607 -175.8991140
H: 0.12099 -9.5142857 3.6256697 -175.9018222
H: 0.12199 -9.7285714 3.6768626 -175.9048794
H: 0.12299 -9.9428571 3.7285126 -175.9079916
H: 0.12399 -10.1571429 3.7805797 -175.9111542
H: 0.12499 -10.3714286 3.8330640 -175.9143676
H: 0.12599 -10.6000000 3.8895280 -175.9178545
H: 0.12699 -10.8142857 3.9428751 -175.9211745
H: 0.12799 -11.0357143 3.9984493 -175.9246612
H: 0.12899 -11.2642857 4.0562733 -175.9283181
H: 0.12999 -11.4857143 4.1127331 -175.9319169
H: 0.13099 -11.7285714 4.1751369 -175.9359254
H: 0.13199 -11.9571429 4.2343380 -175.9397585
H: 0.13299 -12.1785714 4.2921321 -175.9435294
H: 0.13399 -12.4000000 4.3503520 -175.9473561
H: 0.13499 -12.6500000 4.4165970 -175.9517442
H: 0.13599 -12.8857143 4.4795337 -175.9559451
H: 0.13699 -13.1142857 4.5410149 -175.9600791
H: 0.13799 -13.3357143 4.6010176 -175.9641438
H: 0.13899 -13.5642857 4.6634130 -175.9684017
H: 0.13999 -13.8000000 4.7282240 -175.9728565
H: 0.14099 -14.0500000 4.7974690 -175.9776511
H: 0.14199 -14.2571429 4.8552749 -175.9816838
H: 0.14299 -14.4714286 4.9154734 -175.9859114
H: 0.14399 -14.6928571 4.9781276 -175.9903432
H: 0.14499 -14.9285714 5.0453129 -175.9951304
H: 0.14599 -15.1214286 5.1006590 -175.9991010
H: 0.14699 -15.3285714 5.1605191 -176.0034254
H: 0.14799 -15.5357143 5.2207879 -176.0078090
H: 0.14899 -15.7357143 5.2793953 -176.0121023
H: 0.14999 -15.9285714 5.3362786 -176.0162966
H: 0.15099 -16.1071429 5.3893164 -176.0202346
H: 0.15199 -16.2785714 5.4405759 -176.0240662
H: 0.15299 -16.4357143 5.4878670 -176.0276241
H: 0.15399 -16.6142857 5.5419706 -176.0317219
H: 0.15499 -16.7714286 5.5899017 -176.0353767
H: 0.15599 -16.9142857 5.6337617 -176.0387431
H: 0.15699 -17.0357143 5.6712807 -176.0416411
H: 0.15799 -17.1500000 5.7068270 -176.0444050
H: 0.15899 -17.2785714 5.7470559 -176.0475516
H: 0.15999 -17.3785714 5.7785710 -176.0500345
H: 0.16099 -17.4714286 5.8080049 -176.0523669
H: 0.16199 -17.5428571 5.8307834 -176.0541829
H: 0.16299 -17.6285714 5.8583074 -176.0563924
H: 0.16399 -17.6714286 5.8721494 -176.0575100
H: 0.16499 -17.7285714 5.8907197 -176.0590187
H: 0.16599 -17.7571429 5.9000677 -176.0597833
H: 0.16699 -17.7642857 5.9024290 -176.0599784
H: 0.16799 -17.7785714 5.9071401 -176.0603668
H: 0.16899 -17.7785714 5.9071573 -176.0603696
H: 0.16999 -17.7571429 5.8999849 -176.0597695
H: 0.17099 -17.7214286 5.8879384 -176.0587537
H: 0.17199 -17.7000000 5.8806860 -176.0581401
H: 0.17299 -17.6357143 5.8587716 -176.0562726
H: 0.17399 -17.5785714 5.8391670 -176.0545911
H: 0.17499 -17.4928571 5.8096087 -176.0520429
H: 0.17599 -17.4071429 5.7798676 -176.0494631
H: 0.17699 -17.2928571 5.7399841 -176.0459836
H: 0.17799 -17.2071429 5.7099001 -176.0433440
H: 0.17899 -17.0785714 5.6645227 -176.0393403
H: 0.17999 -16.9428572 5.6163583 -176.0350671
H: 0.18099 -16.7857143 5.5602500 -176.0300589
H: 0.18199 -16.6642857 5.5166596 -176.0261470
H: 0.18299 -16.5071429 5.4599456 -176.0210300
H: 0.18399 -16.3285714 5.3951334 -176.0151493
H: 0.18499 -16.1500000 5.3299470 -176.0092006
H: 0.18599 -15.9714286 5.2644263 -176.0031906
H: 0.18699 -15.7785714 5.1932659 -175.9966266
H: 0.18799 -15.5857143 5.1217140 -175.9899902
H: 0.18899 -15.4000000 5.0524520 -175.9835326
H: 0.18999 -15.2000000 4.9774560 -175.9765023
H: 0.19099 -14.9714286 4.8913006 -175.9683839
H: 0.19199 -14.7571429 4.8100791 -175.9606877
H: 0.19299 -14.5428571 4.7284406 -175.9529123
H: 0.19399 -14.3285714 4.6463849 -175.9450572
H: 0.19499 -14.0857143 4.5528840 -175.9360579
H: 0.19599 -13.8642857 4.4671956 -175.9277682
H: 0.19699 -13.6357143 4.3782859 -175.9191224
H: 0.19799 -13.4142857 4.2917117 -175.9106605
H: 0.19899 -13.1714286 4.1962794 -175.9012855
H: 0.19999 -12.9428571 4.1059926 -175.8923698
H: 0.20099 -12.7071429 4.0124187 -175.8830833
H: 0.20199 -12.4928572 3.9269230 -175.8745558
H: 0.20299 -12.2428571 3.8266837 -175.8645081
H: 0.20399 -12.0214286 3.7374467 -175.8555176
H: 0.20499 -11.7785714 3.6390944 -175.8455602
H: 0.20599 -11.5571429 3.5489831 -175.8363926
H: 0.20699 -11.3214286 3.4525693 -175.8265339
H: 0.20799 -11.1142857 3.3674434 -175.8177884
H: 0.20899 -10.8714286 3.2671540 -175.8074349
H: 0.20999 -10.6571429 3.1782183 -175.7982073
H: 0.21099 -10.4285714 3.0829143 -175.7882732
H: 0.21199 -10.2214286 2.9961256 -175.7791827
H: 0.21299 -9.9928572 2.8998959 -175.7690546
H: 0.21399 -9.8071429 2.8213424 -175.7607482
H: 0.21499 -9.5785714 2.7242099 -175.7504292
H: 0.21599 -9.3714286 2.6357640 -175.7409883
H: 0.21699 -9.1714286 2.5499509 -175.7317836
H: 0.21799 -8.9857143 2.4699289 -175.7231637
H: 0.21899 -8.7785714 2.3802344 -175.7134543
H: 0.21999 -8.5857143 2.2963397 -175.7043307
H: 0.22099 -8.4000000 2.2151920 -175.6954666
H: 0.22199 -8.2142857 2.1336614 -175.6865186
H: 0.22299 -8.0357143 2.0549150 -175.6778374
H: 0.22399 -7.8500000 1.9726530 -175.6687281
H: 0.22499 -7.6642857 1.8900081 -175.6595338
H: 0.22599 -7.5000000 1.8165700 -175.6513270
H: 0.22699 -7.3357143 1.7428147 -175.6430492
H: 0.22799 -7.1642857 1.6655039 -175.6343329
H: 0.22899 -7.0142857 1.5975454 -175.6266358
H: 0.22999 -6.8571428 1.5260600 -175.6185062
H: 0.23099 -6.6928571 1.4509847 -175.6099294
H: 0.23199 -6.5357143 1.3788479 -175.6016509
H: 0.23299 -6.4000000 1.3162920 -175.5944425
H: 0.23399 -6.2500000 1.2468450 -175.5864045
H: 0.23499 -6.1000000 1.1770980 -175.5782969
H: 0.23599 -5.9785714 1.1203819 -175.5716744
H: 0.23699 -5.8428572 1.0567460 -175.5642149
H: 0.23799 -5.7071429 0.9928273 -175.5566889
H: 0.23899 -5.5714286 0.9286257 -175.5490962
H: 0.23999 -5.4500000 0.8709610 -175.5422503
H: 0.24099 -5.3285714 0.8130306 -175.5353411
H: 0.24199 -5.2071428 0.7548744 -175.5283780
H: 0.24299 -5.0928571 0.6999053 -175.5217684
H: 0.24399 -4.9714286 0.6412520 -175.5146857
H: 0.24499 -4.8785714 0.5962181 -175.5092257
H: 0.24599 -4.7571429 0.5370906 -175.5020280
H: 0.24699 -4.6428571 0.4812071 -175.4951967
H: 0.24799 -4.5500000 0.4355990 -175.4895965
H: 0.24899 -4.4571429 0.3898394 -175.4839591
H: 0.24999 -4.3428571 0.3332703 -175.4769590
H: 0.25099 -4.2500000 0.2871050 -175.4712212
H: 0.25199 -4.1714286 0.2479109 -175.4663334
H: 0.25299 -4.0642857 0.1942401 -175.4596123
H: 0.25399 -3.9785714 0.1511104 -175.4541869
H: 0.25499 -3.8928571 0.1078379 -175.4487254
H: 0.25599 -3.8071429 0.0643824 -175.4432178
H: 0.25699 -3.7214286 0.0207441 -175.4376637
H: 0.25799 -3.6642857 -0.0084490 -175.4339352
H: 0.25899 -3.5714286 -0.0560771 -175.4278279
H: 0.25999 -3.4785714 -0.1038967 -175.4216715
H: 0.26099 -3.4142857 -0.1371483 -175.4173717
H: 0.26199 -3.3428572 -0.1742011 -175.4125666
H: 0.26299 -3.2714286 -0.2114197 -175.4077184
H: 0.26399 -3.2071429 -0.2450513 -175.4033198
H: 0.26499 -3.1357143 -0.2825270 -175.3984044
H: 0.26599 -3.0714286 -0.3164271 -175.3939353
H: 0.26699 -3.0000000 -0.3542000 -175.3889416
H: 0.26799 -2.9500000 -0.3807490 -175.3854174
H: 0.26899 -2.8785714 -0.4188304 -175.3803418
H: 0.26999 -2.8285714 -0.4455623 -175.3767689
H: 0.27099 -2.7642857 -0.4800996 -175.3721302
H: 0.27199 -2.7071429 -0.5108870 -175.3679833
H: 0.27299 -2.6571429 -0.5379417 -175.3643236
H: 0.27399 -2.5928571 -0.5728476 -175.3595854
H: 0.27499 -2.5571429 -0.5923111 -175.3569336
H: 0.27599 -2.4928571 -0.6274741 -175.3521253
H: 0.27699 -2.4428571 -0.6549174 -175.3483597
H: 0.27799 -2.3857143 -0.6864134 -175.3440198
H: 0.27899 -2.3500000 -0.7061570 -175.3412911
H: 0.27999 -2.3142857 -0.7259834 -175.3385396
H: 0.28099 -2.2571429 -0.7577994 -175.3341110
H: 0.28199 -2.2071429 -0.7857541 -175.3302037
H: 0.28299 -2.1571429 -0.8138089 -175.3262684
H: 0.28399 -2.1428571 -0.8218514 -175.3251365
H: 0.28499 -2.0928571 -0.8500947 -175.3211481
H: 0.28599 -2.0428571 -0.8784380 -175.3171315
H: 0.28699 -2.0000000 -0.9028400 -175.3136580
H: 0.28799 -1.9714286 -0.9191423 -175.3113326
H: 0.28899 -1.9285714 -0.9436986 -175.3078151
H: 0.28999 -1.8857143 -0.9683463 -175.3042713
H: 0.29099 -1.8642857 -0.9807101 -175.3024879
H: 0.29199 -1.8214286 -1.0055179 -175.2988980
H: 0.29299 -1.7928572 -1.0221230 -175.2964854
H: 0.29399 -1.7571429 -1.0429437 -175.2934509
H: 0.29499 -1.7285714 -1.0596517 -175.2910083
H: 0.29599 -1.6857143 -1.0848137 -175.2873151
H: 0.29699 -1.6642857 -1.0974347 -175.2854568
H: 0.29799 -1.6214286 -1.1227567 -175.2817165
H: 0.29899 -1.5928571 -1.1397047 -175.2792032
H: 0.29999 -1.5714286 -1.1524600 -175.2773051
H: 0.30099 -1.5642857 -1.1567184 -175.2766704
H: 0.30199 -1.5214286 -1.1823833 -175.2728281
H: 0.30299 -1.4785714 -1.2081396 -175.2689584
H: 0.30399 -1.4500000 -1.2253790 -175.2663580
H: 0.30499 -1.4357143 -1.2340159 -175.2650526
H: 0.30599 -1.4142857 -1.2470226 -175.2630789
H: 0.30699 -1.4000000 -1.2557280 -175.2617527
H: 0.30799 -1.3714286 -1.2731731 -175.2590898
H: 0.30899 -1.3285714 -1.2994437 -175.2550640
H: 0.30999 -1.3000000 -1.3170260 -175.2523591
H: 0.31099 -1.2857143 -1.3258343 -175.2510013
H: 0.31199 -1.2785714 -1.3302613 -175.2503154
H: 0.31299 -1.2571429 -1.3435623 -175.2482514
H: 0.31399 -1.2285714 -1.3613560 -175.2454810
H: 0.31499 -1.2000000 -1.3792240 -175.2426875
H: 0.31599 -1.1857143 -1.3881751 -175.2412854
H: 0.31699 -1.1642857 -1.4016533 -175.2391660
H: 0.31799 -1.1500000 -1.4106730 -175.2377423
H: 0.31899 -1.1357143 -1.4197099 -175.2363132
H: 0.31999 -1.1000000 -1.4423820 -175.2327150
H: 0.32099 -1.0785714 -1.4560430 -175.2305378
H: 0.32199 -1.0857143 -1.4514846 -175.2312651
H: 0.32299 -1.0714286 -1.4606243 -175.2298032
H: 0.32399 -1.0285714 -1.4881806 -175.2253737
H: 0.32499 -1.0142857 -1.4974117 -175.2238825
H: 0.32599 -1.0071429 -1.5020216 -175.2231388
H: 0.32699 -0.9928572 -1.5112927 -175.2216346
H: 0.32799 -0.9571429 -1.5345420 -175.2178509
H: 0.32899 -0.9571429 -1.5345477 -175.2178490
H: 0.32999 -0.9428572 -1.5439046 -175.2163169
H: 0.33099 -0.9428571 -1.5438989 -175.2163188
H: 0.33199 -0.9071429 -1.5674338 -175.2124416
H: 0.33299 -0.9071429 -1.5674396 -175.2124397
H: 0.33399 -0.8785714 -1.5863761 -175.2093020
H: 0.33499 -0.8714286 -1.5911260 -175.2085124
H: 0.33599 -0.8571429 -1.6006657 -175.2069198
H: 0.33699 -0.8500000 -1.6054270 -175.2061264
H: 0.33799 -0.8285714 -1.6198166 -175.2037107
H: 0.33899 -0.8071429 -1.6342318 -175.2012864
H: 0.33999 -0.8071428 -1.6342376 -175.2012844
H: 0.34099 -0.7928571 -1.6439087 -175.1996477
H: 0.34199 -0.7928571 -1.6439030 -175.1996496
H: 0.34299 -0.7714286 -1.6585011 -175.1971634
H: 0.34399 -0.7642857 -1.6633739 -175.1963324
H: 0.34499 -0.7500000 -1.6731650 -175.1946547
H: 0.34599 -0.7357143 -1.6829733 -175.1929712
H: 0.34699 -0.7142857 -1.6977371 -175.1904282
H: 0.34799 -0.7142857 -1.6977486 -175.1904243
H: 0.34899 -0.7071429 -1.7026870 -175.1895707
H: 0.34999 -0.6928571 -1.7126153 -175.1878457
H: 0.35099 -0.6857143 -1.7176051 -175.1869743
H: 0.35199 -0.6857143 -1.7175937 -175.1869783
H: 0.35299 -0.6642857 -1.7326147 -175.1843460
H: 0.35399 -0.6500000 -1.7426630 -175.1825790
H: 0.35499 -0.6500000 -1.7426630 -175.1825790
H: 0.35599 -0.6357143 -1.7527570 -175.1807960
H: 0.35699 -0.6142857 -1.7679494 -175.1781032
H: 0.35799 -0.6142857 -1.7679609 -175.1780992
H: 0.35899 -0.6214286 -1.7628624 -175.1790089
H: 0.35999 -0.6142857 -1.7679637 -175.1780981
H: 0.36099 -0.5857143 -1.7884489 -175.1744263
H: 0.36199 -0.5928571 -1.7833247 -175.1753453
H: 0.36299 -0.5785714 -1.7936130 -175.1734930
H: 0.36399 -0.5714286 -1.7987771 -175.1725596
H: 0.36499 -0.5428571 -1.8194966 -175.1688033
H: 0.36599 -0.5571428 -1.8091111 -175.1706908
H: 0.36699 -0.5571429 -1.8091168 -175.1706887
H: 0.36799 -0.5500000 -1.8143210 -175.1697408
H: 0.36899 -0.5142857 -1.8405046 -175.1649418
H: 0.36999 -0.5142857 -1.8405160 -175.1649376
H: 0.37099 -0.5214286 -1.8352461 -175.1659096
H: 0.37199 -0.5285714 -1.8299677 -175.1668847
H: 0.37299 -0.5071428 -1.8458401 -175.1639455
H: 0.37399 -0.4928572 -1.8564541 -175.1619740
H: 0.37499 -0.4857143 -1.8617869 -175.1609787
H: 0.37599 -0.4857143 -1.8617754 -175.1609830
H: 0.37699 -0.4785714 -1.8671310 -175.1599791
H: 0.37799 -0.4714286 -1.8724951 -175.1589720
H: 0.37899 -0.4642857 -1.8778679 -175.1579617
H: 0.37999 -0.4642857 -1.8778793 -175.1579574
H: 0.38099 -0.4571429 -1.8832749 -175.1569385
H: 0.38199 -0.4428571 -1.8941174 -175.1548812
H: 0.38299 -0.4357143 -1.8995644 -175.1538428
H: 0.38399 -0.4500000 -1.8886590 -175.1559240
H: 0.38499 -0.4357143 -1.8995816 -175.1538362
H: 0.38599 -0.4142857 -1.9160169 -175.1506848
H: 0.38699 -0.4142857 -1.9160283 -175.1506804
H: 0.38799 -0.4214286 -1.9105156 -175.1517441
H: 0.38899 -0.4142857 -1.9160311 -175.1506793
H: 0.38999 -0.4142857 -1.9160426 -175.1506749
H: 0.39099 -0.4071429 -1.9215810 -175.1496013
H: 0.39199 -0.3928571 -1.9327093 -175.1474342
H: 0.39299 -0.3714286 -1.9494503 -175.1441645
H: 0.39399 -0.3785714 -1.9438576 -175.1452592
H: 0.39499 -0.3857143 -1.9382563 -175.1463573
H: 0.39599 -0.3857143 -1.9382449 -175.1463618
H: 0.39699 -0.3785714 -1.9438861 -175.1452480
H: 0.39799 -0.3714286 -1.9495360 -175.1441308
H: 0.39899 -0.3642857 -1.9551944 -175.1430101
H: 0.39999 -0.3500000 -1.9665570 -175.1407508
H: 0.40099 -0.3500000 -1.9665570 -175.1407508

lvl_2  k2 k1 k0
H: -0.39701 -0.0500000 2.2748490 -175.7185196
H: -0.39601 -0.0357143 2.2862407 -175.7162487
H: -0.39501 -0.0285714 2.2919137 -175.7151223
H: -0.39401 -0.0357143 2.2862436 -175.7162475
H: -0.39301 -0.0357143 2.2862550 -175.7162430
H: -0.39201 -0.0285714 2.2918851 -175.7151336
H: -0.39101 -0.0357143 2.2862579 -175.7162419
H: -0.39001 -0.0500000 2.2750490 -175.7184406
H: -0.38901 -0.0357143 2.2862407 -175.7162486
H: -0.38801 -0.0428571 2.2806506 -175.7173423
H: -0.38701 -0.0285714 2.2917909 -175.7151705
H: -0.38601 -0.0357143 2.2862350 -175.7162509
H: -0.38501 -0.0285714 2.2917651 -175.7151805
H: -0.38401 -0.0571429 2.2696846 -175.7194465
H: -0.38301 -0.0428571 2.2806991 -175.7173234
H: -0.38201 -0.0285714 2.2916966 -175.7152069
H: -0.38101 -0.0285714 2.2916737 -175.7152157
H: -0.38001 -0.0428571 2.2807563 -175.7173015
H: -0.37901 -0.0428571 2.2807620 -175.7172993
H: -0.37801 -0.0357143 2.2861864 -175.7162695
H: -0.37701 -0.0500000 2.2753490 -175.7183248
H: -0.37601 -0.0357143 2.2861693 -175.7162760
H: -0.37501 -0.0285714 2.2915566 -175.7152602
H: -0.37401 -0.0500000 2.2754090 -175.7183022
H: -0.37301 -0.0428571 2.2807963 -175.7172864
H: -0.37201 -0.0357143 2.2861350 -175.7162889
H: -0.37101 -0.0428571 2.2807877 -175.7172896
H: -0.37001 -0.0500000 2.2754890 -175.7182723
H: -0.36901 -0.0285714 2.2913994 -175.7153190
H: -0.36801 -0.0357143 2.2861007 -175.7163016
H: -0.36701 -0.0500000 2.2755490 -175.7182500
H: -0.36601 -0.0500000 2.2755490 -175.7182500
H: -0.36501 -0.0500000 2.2755490 -175.7182500
H: -0.36401 -0.0357143 2.2860264 -175.7163290
H: -0.36301 -0.0428571 2.2807934 -175.7172874
H: -0.36201 -0.0428571 2.2807991 -175.7172853
H: -0.36101 -0.0428572 2.2808048 -175.7172833
H: -0.36001 -0.0357143 2.2859721 -175.7163487
H: -0.35901 -0.0500000 2.2756490 -175.7182136
H: -0.35801 -0.0500000 2.2756490 -175.7182136
H: -0.35701 -0.0357143 2.2859264 -175.7163652
H: -0.35601 -0.0428571 2.2807934 -175.7172874
H: -0.35501 -0.0428571 2.2807991 -175.7172853
H: -0.35401 -0.0571429 2.2706131 -175.7191010
H: -0.35301 -0.0428571 2.2807706 -175.7172955
H: -0.35201 -0.0571429 2.2706417 -175.7190909
H: -0.35101 -0.0428571 2.2807420 -175.7173056
H: -0.35001 -0.0428571 2.2807477 -175.7173036
H: -0.34901 -0.0357143 2.2857579 -175.7164251
H: -0.34801 -0.0500000 2.2757490 -175.7181781
H: -0.34701 -0.0500000 2.2757490 -175.7181781
H: -0.34601 -0.0500000 2.2757490 -175.7181781
H: -0.34501 -0.0500000 2.2757490 -175.7181781
H: -0.34401 -0.0500000 2.2757490 -175.7181781
H: -0.34301 -0.0500000 2.2757490 -175.7181781
H: -0.34201 -0.0500000 2.2757490 -175.7181781
H: -0.34101 -0.0500000 2.2757490 -175.7181781
H: -0.34001 -0.0500000 2.2757490 -175.7181781
H: -0.33901 -0.0500000 2.2757490 -175.7181781
H: -0.33801 -0.0357143 2.2854836 -175.7165198
H: -0.33701 -0.0428571 2.2806220 -175.7173470
H: -0.33601 -0.0571429 2.2709503 -175.7189840
H: -0.33501 -0.0642857 2.2661401 -175.7197938
H: -0.33401 -0.0500000 2.2757490 -175.7181780
H: -0.33301 -0.0642857 2.2661573 -175.7197880
H: -0.33201 -0.0571429 2.2709474 -175.7189850
H: -0.33101 -0.0428571 2.2804763 -175.7173960
H: -0.33001 -0.0357143 2.2852150 -175.7166101
H: -0.32901 -0.0642857 2.2662716 -175.7197500
H: -0.32801 -0.0571429 2.2710046 -175.7189660
H: -0.32701 -0.0571429 2.2709989 -175.7189679
H: -0.32601 -0.0428571 2.2803849 -175.7174262
H: -0.32501 -0.0571429 2.2710274 -175.7189585
H: -0.32401 -0.0571428 2.2710217 -175.7189603
H: -0.32301 -0.0642857 2.2663830 -175.7197135
H: -0.32201 -0.0500000 2.2756490 -175.7182109
H: -0.32101 -0.0500000 2.2756490 -175.7182109
H: -0.32001 -0.0642857 2.2664287 -175.7196987
H: -0.31901 -0.0571429 2.2710331 -175.7189567
H: -0.31801 -0.0571429 2.2710274 -175.7189585
H: -0.31701 -0.0571429 2.2710217 -175.7189603
H: -0.31601 -0.0642857 2.2664830 -175.7196813
H: -0.31501 -0.0500000 2.2755490 -175.7182429
H: -0.31401 -0.0500000 2.2755490 -175.7182429
H: -0.31301 -0.0642857 2.2665287 -175.7196668
H: -0.31201 -0.0714286 2.2620414 -175.7203716
H: -0.31101 -0.0642857 2.2665259 -175.7196677
H: -0.31001 -0.0500000 2.2754490 -175.7182743
H: -0.30901 -0.0642857 2.2665430 -175.7196624
H: -0.30801 -0.0571429 2.2709903 -175.7189701
H: -0.30701 -0.0571429 2.2709846 -175.7189719
H: -0.30601 -0.0714286 2.2621586 -175.7203351
H: -0.30501 -0.0714286 2.2621814 -175.7203281
H: -0.30401 -0.0571428 2.2709274 -175.7189895
H: -0.30301 -0.0571428 2.2709217 -175.7189912
H: -0.30201 -0.0642857 2.2665830 -175.7196501
H: -0.30101 -0.0642857 2.2665716 -175.7196535
H: -0.30001 -0.0714286 2.2622557 -175.7203055
H: -0.29901 -0.0642857 2.2665687 -175.7196544
H: -0.29801 -0.0642857 2.2665573 -175.7196578
H: -0.29701 -0.0714286 2.2622843 -175.7202969
H: -0.29601 -0.0642857 2.2665544 -175.7196587
H: -0.29501 -0.0642857 2.2665430 -175.7196621
H: -0.29401 -0.0714286 2.2623129 -175.7202884
H: -0.29301 -0.0642857 2.2665401 -175.7196629
H: -0.29201 -0.0642857 2.2665287 -175.7196663
H: -0.29101 -0.0714286 2.2623414 -175.7202800
H: -0.29001 -0.0785714 2.2581627 -175.7208911
H: -0.28901 -0.0714286 2.2623271 -175.7202841
H: -0.28801 -0.0642857 2.2664830 -175.7196797
H: -0.28701 -0.0642857 2.2664716 -175.7196830
H: -0.28601 -0.0714286 2.2623557 -175.7202759
H: -0.28501 -0.0785714 2.2582484 -175.7208663
H: -0.28401 -0.0714286 2.2623414 -175.7202800
H: -0.28301 -0.0785714 2.2582627 -175.7208622
H: -0.28201 -0.0714286 2.2623271 -175.7202840
H: -0.28101 -0.0785714 2.2582770 -175.7208582
H: -0.28001 -0.0714286 2.2623129 -175.7202881
H: -0.27901 -0.0785714 2.2582913 -175.7208541
H: -0.27801 -0.0714286 2.2622986 -175.7202921
H: -0.27701 -0.0785714 2.2583056 -175.7208501
H: -0.27601 -0.0714286 2.2622843 -175.7202961
H: -0.27501 -0.0785714 2.2583199 -175.7208462
H: -0.27401 -0.0714286 2.2622700 -175.7203000
H: -0.27301 -0.0928571 2.2504567 -175.7219281
H: -0.27201 -0.0785714 2.2583113 -175.7208485
H: -0.27101 -0.0857143 2.2543983 -175.7213844
H: -0.27001 -0.0785714 2.2582856 -175.7208555
H: -0.26901 -0.0785714 2.2583027 -175.7208509
H: -0.26801 -0.0642857 2.2660144 -175.7198102
H: -0.26701 -0.0857143 2.2544640 -175.7213666
H: -0.26601 -0.1000000 2.2467980 -175.7223950
H: -0.26501 -0.0857143 2.2544469 -175.7213712
H: -0.26401 -0.0785714 2.2582484 -175.7208654
H: -0.26301 -0.0857143 2.2544497 -175.7213704
H: -0.26201 -0.0857143 2.2544611 -175.7213674
H: -0.26101 -0.0785714 2.2582199 -175.7208730
H: -0.26001 -0.0857143 2.2544640 -175.7213667
H: -0.25901 -0.1000000 2.2469980 -175.7223421
H: -0.25801 -0.0857143 2.2544469 -175.7213711
H: -0.25701 -0.0928571 2.2507281 -175.7218551
H: -0.25601 -0.0928571 2.2507339 -175.7218537
H: -0.25501 -0.0928571 2.2507396 -175.7218522
H: -0.25401 -0.0714286 2.2617271 -175.7204437
H: -0.25301 -0.0928571 2.2507710 -175.7218442
H: -0.25201 -0.0928571 2.2507767 -175.7218427
H: -0.25101 -0.1071429 2.2435336 -175.7227608
H: -0.25001 -0.0928571 2.2507481 -175.7218499
H: -0.24901 -0.0928571 2.2507539 -175.7218485
H: -0.24801 -0.0857143 2.2543211 -175.7214031
H: -0.24701 -0.1000000 2.2471980 -175.7222910
H: -0.24601 -0.1000000 2.2471980 -175.7222910
H: -0.24501 -0.1000000 2.2471980 -175.7222910
H: -0.24401 -0.1000000 2.2471980 -175.7222910
H: -0.24301 -0.1000000 2.2471980 -175.7222910
H: -0.24201 -0.1000000 2.2471980 -175.7222910
H: -0.24101 -0.1000000 2.2471980 -175.7222910
H: -0.24001 -0.1000000 2.2471980 -175.7222910
H: -0.23901 -0.1000000 2.2471980 -175.7222910
H: -0.23801 -0.1000000 2.2471980 -175.7222910
H: -0.23701 -0.1142857 2.2403491 -175.7231119
H: -0.23601 -0.1071429 2.2437679 -175.7227028
H: -0.23501 -0.1071429 2.2437621 -175.7227042
H: -0.23401 -0.0928571 2.2505196 -175.7219051
H: -0.23301 -0.1071429 2.2437907 -175.7226974
H: -0.23201 -0.1071429 2.2437850 -175.7226988
H: -0.23101 -0.1285714 2.2337831 -175.7238659
H: -0.23001 -0.1071429 2.2437536 -175.7227061
H: -0.22901 -0.1071429 2.2437479 -175.7227074
H: -0.22801 -0.1071429 2.2437421 -175.7227087
H: -0.22701 -0.1142857 2.2404749 -175.7230824
H: -0.22601 -0.1142857 2.2404634 -175.7230850
H: -0.22501 -0.1214286 2.2372190 -175.7234534
H: -0.22401 -0.1142857 2.2404606 -175.7230856
H: -0.22301 -0.1142857 2.2404491 -175.7230882
H: -0.22201 -0.1214286 2.2372476 -175.7234469
H: -0.22101 -0.1142857 2.2404463 -175.7230888
H: -0.22001 -0.1142857 2.2404349 -175.7230914
H: -0.21901 -0.1357143 2.2309416 -175.7241428
H: -0.21801 -0.1357143 2.2309530 -175.7241403
H: -0.21701 -0.1142857 2.2403606 -175.7231078
H: -0.21601 -0.1142857 2.2403491 -175.7231103
H: -0.21501 -0.1214286 2.2372476 -175.7234469
